Assembly name,version,Species name,Common name,Ploidy=Chr,haplotype,NCBI GenBank ID,Link (download),assembly quality (ie: Gold  draft  etc),Sequencer Reads,Assembly Method,Total Length (bp),N50 Length (bp),L50 (#),Contig (#),Number of Gaps,Link (FTP),Publication (PUBMED ID)
Malus_domestica_Gala.pri,,Malus domestica,apple,2n=,haploid,GCA_028456005.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_028456005.1/,Chromosome,Illumina,DeNovaMAGIC v. 3,650312903,2317231,42,7560,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/456/005/GCA_028456005.1_Malus_domestica_Gala.pri/GCA_028456005.1_Malus_domestica_Gala.pri_genomic.fna.gz,na
ASM4730202v1,,Rhododendron redowskianum,NA,2n=,haploid,GCA_047302025.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_047302025.1/,Chromosome,PacBio RSII,CANU v. 1.8; BioNano Solve v. 3.1_08232017,525648508,2327518,72,556,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/302/025/GCA_047302025.1_ASM4730202v1/GCA_047302025.1_ASM4730202v1_genomic.fna.gz,na
ASM2102068v1,,Boehmeria nivea,zhu ma,2n=,haploid,GCA_021020685.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_021020685.1/,Chromosome,Oxford Nanopore; Illumina,Canu v. 1.9; 3D-DNA v. 1.0,266453225,2329320,38,657,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/020/685/GCA_021020685.1_ASM2102068v1/GCA_021020685.1_ASM2102068v1_genomic.fna.gz,33993558
ddImpParv1.hap2.1,,Impatiens parviflora,NA,2n=,haploid,GCA_965112315.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965112315.1/,Scaffold,PacBio Arima2,various,1642017061,2331056,219,1446,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/112/315/GCA_965112315.1_ddImpParv1.hap2.1/GCA_965112315.1_ddImpParv1.hap2.1_genomic.fna.gz,na
ASM3121623v1,,Syzygium jambos,rose-apple,2n=,haploid,GCA_031216235.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_031216235.1/,Chromosome,Oxford Nanopore; Illumina,Flye v. 2.9,426062599,2348588,53,602,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/216/235/GCA_031216235.1_ASM3121623v1/GCA_031216235.1_ASM3121623v1_genomic.fna.gz,na
ASM1714039v1,,Eucalyptus lansdowneana,NA,2n=,haploid,GCA_017140395.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_017140395.1/,Chromosome,Oxford Nanopore MinION,Canu v. 2,633472756,2352903,76,489,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/395/GCA_017140395.1_ASM1714039v1/GCA_017140395.1_ASM1714039v1_genomic.fna.gz,na
ec_v3,,Echinochloa crus-galli,barnyard grass,2n=,haploid,GCA_020466025.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020466025.1/,Chromosome,PacBio,FALCON v. SEP-2020,1339599025,2353225,127,4319,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/466/025/GCA_020466025.1_ec_v3/GCA_020466025.1_ec_v3_genomic.fna.gz,na
Malus_sylvestris.altA,,Malus sylvestris,European crab apple,2n=,haploid,GCA_028456085.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_028456085.1/,Chromosome,Illumina,DeNovaMAGIC v. 3,626445611,2355015,67,5305,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/456/085/GCA_028456085.1_Malus_sylvestris.altA/GCA_028456085.1_Malus_sylvestris.altA_genomic.fna.gz,na
ASM4122247v1,,Prunus pseudocerasus,Chinese sour cherry,2n=,haploid,GCA_041222475.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041222475.1/,Chromosome,PacBio Sequel II,hifiasm v. 0.19.5,337155798,2356663,26,2865,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/222/475/GCA_041222475.1_ASM4122247v1/GCA_041222475.1_ASM4122247v1_genomic.fna.gz,na
drMalDome5.2 alternate haplotype,,Malus domestica,apple,2n=,alternate-pseudohaplotype,GCA_916614885.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_916614885.2/,Contig,NA,NA,575601101,2360415,67,872,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/614/885/GCA_916614885.2_drMalDome5.2_alternate_haplotype/GCA_916614885.2_drMalDome5.2_alternate_haplotype_genomic.fna.gz,na
ASM1502217v1,,Echinochloa crus-galli,barnyard grass,2n=,haploid,GCA_015022175.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015022175.1/,Scaffold,PacBio,canu v. 1.8,1339593986,2363233,173,3245,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/022/175/GCA_015022175.1_ASM1502217v1/GCA_015022175.1_ASM1502217v1_genomic.fna.gz,32622997
daEryLaci1.0.alt,,Erythranthe laciniata,cutleaf monkeyflower,2n=,alternate-pseudohaplotype,GCA_040207145.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040207145.1/,Scaffold,PacBio Sequel IIe; Illumina NovaSeq 6000; Dovetail OmniC,HiFiasm v. 0.19.5-r592; SALSA v. 2; Rapid Curation v. https://gitlab.com/wtsi-grit/rapid-curation (commit 4ddca450),213824774,2363584,26,315,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/207/145/GCA_040207145.1_daEryLaci1.0.alt/GCA_040207145.1_daEryLaci1.0.alt_genomic.fna.gz,na
UNMSM_Npal_1.0,,Neltuma pallida,kiawe,2n=,haploid,GCA_046055785.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046055785.1/,Chromosome,Illumina NovaSeq; Oxford Nanopore MinION,Flye v. 2.9.1,403531491,2364000,47,442,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/055/785/GCA_046055785.1_UNMSM_Npal_1.0/GCA_046055785.1_UNMSM_Npal_1.0_genomic.fna.gz,39657049
v1,,Passiflora organensis,NA,2n=,haploid,GCA_019739055.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019739055.1/,Scaffold,PacBio Sequel,FALCON-Unzip v. 2020,259205273,2367672,27,488,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/739/055/GCA_019739055.1_v1/GCA_019739055.1_v1_genomic.fna.gz,34296827
FCA6085_r1.1,,Ficus carica,common fig,2n=,haploid,GCA_042854195.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_042854195.1/,Chromosome,PacBio Sequel,FALCON-integrate v. 1.8.8,316880331,2369984,44,210,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/854/195/GCA_042854195.1_FCA6085_r1.1/GCA_042854195.1_FCA6085_r1.1_genomic.fna.gz,na
ASM3323952v1,,Nepenthes gracilis,NA,2n=,haploid,GCA_033239525.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033239525.1/,Scaffold,Nanopore PromethION; Illumina Novaseq 6000; HiSeq X Ten,WTDBG2 v. 2.2; Racon v. 1.3.1; Pilon v. 1.18; Purge Haplotigs v. 1.0.0; HiRise,752782203,2373418,91,1143,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/239/525/GCA_033239525.1_ASM3323952v1/GCA_033239525.1_ASM3323952v1_genomic.fna.gz,na
ASM4714321v1,,Malus mandshurica,NA,2n=,haploid,GCA_047143215.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_047143215.1/,Contig,PacBio Sequel,HiFiasm v. 0.15.1-r334,768873218,2377255,68,3427,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/143/215/GCA_047143215.1_ASM4714321v1/GCA_047143215.1_ASM4714321v1_genomic.fna.gz,na
E.grandis_SAP_FK118_paternal_v01,,Eucalyptus grandis,rose gum,2n=,haploid,GCA_026873155.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026873155.1/,Chromosome,Illumina; Oxford Nanopore PromethION; Oxford Nanopore MinION,MaSuRCA v. 1,566493570,2379565,74,1588,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/873/155/GCA_026873155.1_E.grandis_SAP_FK118_paternal_v01/GCA_026873155.1_E.grandis_SAP_FK118_paternal_v01_genomic.fna.gz,na
ASM1463336v1,,Diospyros lotus,date-plum,2n=,haploid,GCA_014633365.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_014633365.1/,Chromosome,PacBio Sequel,canu v. 1.5,630034742,2380091,78,648,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/633/365/GCA_014633365.1_ASM1463336v1/GCA_014633365.1_ASM1463336v1_genomic.fna.gz,na
ASM1917538v2,,Lycium barbarum,goji berry,2n=,haploid,GCA_019175385.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019175385.2/,Chromosome,PacBio Sequel; Illumina HiSeq,smartdenovo v. v1.0,1668808413,2385424,205,1730,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/175/385/GCA_019175385.2_ASM1917538v2/GCA_019175385.2_ASM1917538v2_genomic.fna.gz,34083720
Oropetium_genomic_20141112,,Oropetium thomaeum,NA,2n=,haploid,GCA_001182835.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_001182835.1/,Contig,PacBio,HGAP v. November-2014,243174629,2386382,32,625,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/182/835/GCA_001182835.1_Oropetium_genomic_20141112/GCA_001182835.1_Oropetium_genomic_20141112_genomic.fna.gz,26560029
ucCocViri1,,Coccomyxa viridis,NA,2n=,haploid,GCA_963930925.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963930925.1/,Scaffold,PACBIO_SMRT  OXFORD_NANOPORE  ILLUMINA,Raven v1.8.1,50908578,2386937,9,27,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/930/925/GCA_963930925.1_ucCocViri1/GCA_963930925.1_ucCocViri1_genomic.fna.gz,na
ucCocViri1.2a,,Coccomyxa viridis,NA,2n=,haploid,GCA_964019345.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964019345.2/,Scaffold,PACBIO_SMRT  OXFORD_NANOPORE  ILLUMINA,Raven v1.8.1,50908578,2386937,9,27,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/019/345/GCA_964019345.2_ucCocViri1.2a/GCA_964019345.2_ucCocViri1.2a_genomic.fna.gz,na
ASM1991606v1,,Vitellaria paradoxa,shea-buttertree,2n=,haploid,GCA_019916065.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019916065.1/,Chromosome,PacBio Sequel,FALCON v. 1.8.2; FALCON-Unzip v. 1.8.2,667164845,2390495,90,592,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/916/065/GCA_019916065.1_ASM1991606v1/GCA_019916065.1_ASM1991606v1_genomic.fna.gz,na
ASM1418076v2,,Marchantia paleacea,NA,2n=,haploid,GCA_014180765.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_014180765.2/,Contig,Oxford Nanopore GridION,miniasm v. 0.3-r179,250803610,2390877,33,192,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/180/765/GCA_014180765.2_ASM1418076v2/GCA_014180765.2_ASM1418076v2_genomic.fna.gz,32123350
LRSV_Eryivo_v1,,Erythrophleum ivorense,NA,2n=,haploid,GCA_026724425.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026724425.1/,Scaffold,PacBio HiFi,HiFiasm v. 0.15 primary; Bionano optical mapping Solve v. 3.6,2069063763,2391013,159,14211,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/724/425/GCA_026724425.1_LRSV_Eryivo_v1/GCA_026724425.1_LRSV_Eryivo_v1_genomic.fna.gz,na
ASM1418237v1,,Eucalyptus virginea,NA,2n=,haploid,GCA_014182375.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_014182375.1/,Chromosome,Oxford Nanopore MinION,Canu v. 1.9,532751365,2391637,62,376,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/375/GCA_014182375.1_ASM1418237v1/GCA_014182375.1_ASM1418237v1_genomic.fna.gz,na
ASM1418239v1,,Eucalyptus sp. ANBG9806169,NA,2n=,haploid,GCA_014182395.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_014182395.1/,Chromosome,Oxford Nanopore MinION,Canu v. 1.9,507889880,2396188,60,476,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/395/GCA_014182395.1_ASM1418239v1/GCA_014182395.1_ASM1418239v1_genomic.fna.gz,na
ASM291648v2,,Juglans nigra,black walnut,2n=,haploid,GCA_002916485.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002916485.2/,Chromosome,Illumina HiSeq,AllPaths v. 47417,528292622,2404239,65,1330,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/916/485/GCA_002916485.2_ASM291648v2/GCA_002916485.2_ASM291648v2_genomic.fna.gz,34687315;29178135
UCB_Raph_RaphxSat_V1.fasta,,Raphanus raphanistrum x Raphanus sativus,NA,2n=,haploid,GCA_021328975.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_021328975.1/,Scaffold,PacBio Sequel; Illumina NovaSeq,Falcon Unzip v. 1.3.7,450786658,2406417,48,1340,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/328/975/GCA_021328975.1_UCB_Raph_RaphxSat_V1.fasta/GCA_021328975.1_UCB_Raph_RaphxSat_V1.fasta_genomic.fna.gz,34914839
TAMU_Blycopadienor_v1,,Botryococcus braunii,NA,2n=,haploid,GCA_040970285.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040970285.1/,Scaffold,Illumina; Oxford Nanopore PromethION,Flye v. July-2021,132656652,2408393,17,465,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/970/285/GCA_040970285.1_TAMU_Blycopadienor_v1/GCA_040970285.1_TAMU_Blycopadienor_v1_genomic.fna.gz,39074348
dhCorAvel1.hap2.1,,Corylus avellana,European hazelnut,2n=,haploid,GCA_965113165.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965113165.1/,Scaffold,PacBio Arima2,various,354129231,2411135,50,315,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/113/165/GCA_965113165.1_dhCorAvel1.hap2.1/GCA_965113165.1_dhCorAvel1.hap2.1_genomic.fna.gz,na
CSI_1228,,Chlorella sorokiniana,NA,2n=,haploid,GCA_002939045.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002939045.1/,Contig,PacBio,HGAP v. 2014,61202522,2415094,10,62,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/939/045/GCA_002939045.1_CSI_1228/GCA_002939045.1_CSI_1228_genomic.fna.gz,na
ddMatSinu1.hap2.1,,Matthiola sinuata,NA,2n=,haploid,GCA_964656065.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964656065.1/,Scaffold,PacBio Arima2,various,2056953765,2418987,265,1463,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/656/065/GCA_964656065.1_ddMatSinu1.hap2.1/GCA_964656065.1_ddMatSinu1.hap2.1_genomic.fna.gz,na
ASM3363506v1,,Prunus mira,NA,2n=,haploid,GCA_033635065.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033635065.1/,Chromosome,PacBio Sequel,NextDenovo v. 2.0,242197747,2422999,27,440,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/635/065/GCA_033635065.1_ASM3363506v1/GCA_033635065.1_ASM3363506v1_genomic.fna.gz,34314676
ASM4605616v1,,Chlorella sp. UMT-B8,NA,2n=,haploid,GCA_046056165.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046056165.1/,Contig,Oxford Nanopore PromethION,canu v. 2.2; pilon v. 1.23,53190977,2424144,9,38,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/056/165/GCA_046056165.1_ASM4605616v1/GCA_046056165.1_ASM4605616v1_genomic.fna.gz,na
daAjuCham1.1 alternate haplotype,,Ajuga chamaepitys,NA,2n=,alternate-pseudohaplotype,GCA_958295615.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_958295615.1/,Contig,PacBio Arima2,various,39014124,2431692,5,369,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/958/295/615/GCA_958295615.1_daAjuCham1.1_alternate_haplotype/GCA_958295615.1_daAjuCham1.1_alternate_haplotype_genomic.fna.gz,na
ASM1834083v1,,Prunus persica,peach,2n=,haploid,GCA_018340835.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_018340835.1/,Chromosome,PacBio RS,Celera Assembler v. 1.9,256812356,2433337,29,399,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/340/835/GCA_018340835.1_ASM1834083v1/GCA_018340835.1_ASM1834083v1_genomic.fna.gz,na
Ta-2021,,Taxus chinensis,Chinese yew,2n=,haploid,GCA_019776745.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019776745.2/,Chromosome,PacBio Sequel,WTDBG v. 2.5,10232176138,2434892,1202,15900,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/776/745/GCA_019776745.2_Ta-2021/GCA_019776745.2_Ta-2021_genomic.fna.gz,34267359
dhCorAvel1.hap1.1,,Corylus avellana,European hazelnut,2n=,haploid,GCA_965113065.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965113065.1/,Chromosome,PacBio Arima2,various,361807796,2438761,46,504,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/113/065/GCA_965113065.1_dhCorAvel1.hap1.1/GCA_965113065.1_dhCorAvel1.hap1.1_genomic.fna.gz,na
lpCarHirt1.hap2.1,,Carex hirta,NA,2n=,haploid,GCA_965112195.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965112195.1/,Scaffold,PacBio Arima2,various,331066908,2443313,44,406,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/112/195/GCA_965112195.1_lpCarHirt1.hap2.1/GCA_965112195.1_lpCarHirt1.hap2.1_genomic.fna.gz,na
ASM1169623v1,,Quercus mongolica,Mongolian oak,2n=,haploid,GCA_011696235.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_011696235.1/,Chromosome,PacBio Sequel,FALCON v. 2.0,809786317,2446788,112,735,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/696/235/GCA_011696235.1_ASM1169623v1/GCA_011696235.1_ASM1169623v1_genomic.fna.gz,35377556
RRI_r1.1,,Rhododendron mucronatum var. ripense,NA,2n=,haploid,GCA_019656295.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019656295.1/,Contig,Sequel,FALCON v. 1.8.1,506708990,2455795,60,319,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/656/295/GCA_019656295.1_RRI_r1.1/GCA_019656295.1_RRI_r1.1_genomic.fna.gz,na
CNAP_Mcomp_1.0,,Marmoritis complanata,NA,2n=,haploid,GCA_040764675.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040764675.1/,Chromosome,Oxford Nanopore PromethION; Oxford Nanopore MinION,Flye v. 2.9,303515191,2461532,34,498,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/764/675/GCA_040764675.1_CNAP_Mcomp_1.0/GCA_040764675.1_CNAP_Mcomp_1.0_genomic.fna.gz,na
ASM4722550v1,,Malus asiatica,hua hong,2n=,unresolved-diploid,GCA_047225505.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_047225505.1/,Chromosome,PacBio Sequel,HiFiasm v. 0.15_r334,1080986700,2463007,126,1561,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/225/505/GCA_047225505.1_ASM4722550v1/GCA_047225505.1_ASM4722550v1_genomic.fna.gz,na
ASM4423139v1,,Chrysosplenium macrophyllum,NA,2n=,haploid,GCA_044231395.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_044231395.1/,Chromosome,Oxford Nanopore Technologies,NextDenovo v. 2.5.0,2488207309,2463466,294,1751,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/231/395/GCA_044231395.1_ASM4423139v1/GCA_044231395.1_ASM4423139v1_genomic.fna.gz,na
ddMarFaba1.0.p,,Marah fabacea,California manroot,2n=,haploid,GCA_043882805.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_043882805.1/,Scaffold,Illumina NovaSeq; PacBio Sequel; Dovetail Omni-C,HiFiasm v. 0.19.5-r592; SALSA v. 2; YAGCloser v. https://github.com/merlyescalona/yagcloser (commit 23d4fe9); Rapid curation v. https://gitlab.com/wtsi-grit/rapid-curation (commit 4ddca450),1072670995,2470106,127,1450,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/882/805/GCA_043882805.1_ddMarFaba1.0.p/GCA_043882805.1_ddMarFaba1.0.p_genomic.fna.gz,na
ddCarFlex1.1,,Cardamine flexuosa,woodland bittercress,2n=,haploid,GCA_963555745.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963555745.1/,Chromosome,PacBio Arima2,various,204516775,2477049,25,344,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/555/745/GCA_963555745.1_ddCarFlex1.1/GCA_963555745.1_ddCarFlex1.1_genomic.fna.gz,na
ASM1418270v1,,Eucalyptus camaldulensis,Murray red gum,2n=,haploid,GCA_014182705.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_014182705.1/,Chromosome,Oxford Nanopore MinION,Canu v. 1.9,558408848,2481601,69,418,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/705/GCA_014182705.1_ASM1418270v1/GCA_014182705.1_ASM1418270v1_genomic.fna.gz,na
ASM1609759v1,,Eucalyptus pumila,NA,2n=,haploid,GCA_016097595.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_016097595.1/,Chromosome,Oxford Nanopore MinION,Canu v. 2,529708466,2492893,53,473,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/097/595/GCA_016097595.1_ASM1609759v1/GCA_016097595.1_ASM1609759v1_genomic.fna.gz,na
dcOpuBasi1.0.p,,Opuntia basilaris var. basilaris,NA,2n=,haploid,GCA_043229145.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_043229145.1/,Scaffold,Illumina NovaSeq; PacBio Sequel; Dovetail Omni-C,HiFiasm v. 0.19.5-r592; SALSA v. 2; YAGCloser v. https://github.com/merlyescalona/yagcloser (commit 23d4fe9); Rapid curation v. https://gitlab.com/wtsi-grit/rapid-curation (commit 4ddca450),982570903,2507398,70,1712,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/229/145/GCA_043229145.1_dcOpuBasi1.0.p/GCA_043229145.1_dcOpuBasi1.0.p_genomic.fna.gz,na
ASM2056784v1,,Rhododendron henanense subsp. lingbaoense,NA,2n=,haploid,GCA_020567845.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020567845.1/,Chromosome,PacBio Sequel II,mecat2 v. Dec-2019,634072283,2508181,66,732,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/567/845/GCA_020567845.1_ASM2056784v1/GCA_020567845.1_ASM2056784v1_genomic.fna.gz,34652864
ASM2770512v1,,Solanum lycopersicum var. cerasiforme,cherry tomato,2n=,haploid,GCA_027705125.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_027705125.1/,Scaffold,PacBio,Canu v. 1.5,777727244,2513093,97,720,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/705/125/GCA_027705125.1_ASM2770512v1/GCA_027705125.1_ASM2770512v1_genomic.fna.gz,na
lpLuzPall1.1,,Luzula pallescens,NA,2n=,haploid,GCA_964274315.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964274315.1/,Chromosome,PacBio Arima2,various,337627111,2513555,43,226,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/274/315/GCA_964274315.1_lpLuzPall1.1/GCA_964274315.1_lpLuzPall1.1_genomic.fna.gz,na
drVisAlbu1.1 alternate haplotype,,Viscum album,European mistletoe,2n=,alternate-pseudohaplotype,GCA_963082535.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963082535.1/,Scaffold,PacBio Arima2,various,91113592823,2521563,9080,201561,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/082/535/GCA_963082535.1_drVisAlbu1.1_alternate_haplotype/GCA_963082535.1_drVisAlbu1.1_alternate_haplotype_genomic.fna.gz,na
ASM2677026v1,,Brassica napus,rape,2n=,haploid,GCA_026770265.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026770265.1/,Chromosome,PacBio Sequel,flye v. 2.5,862089137,2521916,89,5369,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/770/265/GCA_026770265.1_ASM2677026v1/GCA_026770265.1_ASM2677026v1_genomic.fna.gz,na
SJ18_v1,,Oryza sativa Japonica Group,Japanese rice,2n=,haploid,GCA_002573525.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002573525.1/,Contig,PacBio; Illumina HiSeq,CANU v. Jan-2017,418900741,2522746,52,588,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/573/525/GCA_002573525.1_SJ18_v1/GCA_002573525.1_SJ18_v1_genomic.fna.gz,na
GTX0488_nuclear_assembly,,Coccomyxa viridis,NA,2n=,haploid,GCA_963575595.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963575595.1/,Contig,PromethION Illumina NovaSeq 6000,Flye (v2.9-b17680),45727155,2525122,7,18,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/575/595/GCA_963575595.1_GTX0488_nuclear_assembly/GCA_963575595.1_GTX0488_nuclear_assembly_genomic.fna.gz,na
ASM2020555v1,,Panax stipuleanatus,NA,2n=,haploid,GCA_020205555.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020205555.1/,Chromosome,PacBio,FALCON v. DEC-2019,1963585070,2527791,230,5328,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/205/555/GCA_020205555.1_ASM2020555v1/GCA_020205555.1_ASM2020555v1_genomic.fna.gz,na
KIB_Pedu_3,,Phyllostachys edulis,mosochiku,2n=,haploid,GCA_036346405.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036346405.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 1.0.0,2034446953,2530630,224,1933,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/346/405/GCA_036346405.1_KIB_Pedu_3/GCA_036346405.1_KIB_Pedu_3_genomic.fna.gz,na
tel-m1-1,,Chlamydomonas reinhardtii,NA,2n=,haploid,GCA_949141805.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_949141805.1/,Scaffold,Oxford Nanopore Technologies,Canu  SMARTdenovo  NextDenovo,111548486,2531250,14,108,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/141/805/GCA_949141805.1_tel-m1-1/GCA_949141805.1_tel-m1-1_genomic.fna.gz,na
