Assembly name,version,Species,Common name,Ploidy=Chr,haplotype,ID,Link (download),assembly quality (ie: Gold  draft  etc),Sequencer Reads,Assembly Method,Total Length (bp),N50 Length (bp),L50 (#),Contig (#),Number of Gaps,genus,family,order,class,phylum,group name,Link (FTP),Publication (PUBMED ID),Busco_cutoff
ASM4528095v1,nan,Rosa hugonis,nan,2n=,haploid,GCA_045280955.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_045280955.1/,Chromosome,PacBio,Hifiasm v. 0.15.2,354284689,28144512,6,73,nan,Rosa,Rosaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/280/955/GCA_045280955.1_ASM4528095v1/GCA_045280955.1_ASM4528095v1_genomic.fna.gz,na,False
Mcharantia_2.0,nan,Momordica charantia,bitter melon,2n=,haploid,GCA_013281855.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_013281855.1/,Scaffold,PacBio Sequel; HiSeq2500,Canu v. 1.7; ALLMAPS,302989368,9902508,11,221,nan,Momordica,Cucurbitaceae,Cucurbitales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/281/855/GCA_013281855.1_Mcharantia_2.0/GCA_013281855.1_Mcharantia_2.0_genomic.fna.gz,32461376,False
ASM4722553v1,nan,Malus rockii,nan,2n=,unresolved-diploid,GCA_047225535.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_047225535.1/,Chromosome,PacBio Sequel,HiFiasm v. 0.15_r334,1296394941,1761113,214,2618,nan,Malus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/225/535/GCA_047225535.1_ASM4722553v1/GCA_047225535.1_ASM4722553v1_genomic.fna.gz,na,False
ASM4128383v1,nan,Pyrus x bretschneideri,Chinese white pear,2n=,haploid,GCA_041283835.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041283835.1/,Chromosome,PacBio Revio; Oxford Nanopore; MGISEQ-2000,HiFiasm v. 0.19.6; 3DDNA v. 180 922; Jucierbox v. 1.11.08; TGS-GapCloser v. 1.2.0,510984114,29470448,8,71,nan,Pyrus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/283/835/GCA_041283835.1_ASM4128383v1/GCA_041283835.1_ASM4128383v1_genomic.fna.gz,na,False
daGnaUlig1.1,nan,Gnaphalium uliginosum,nan,2n=,haploid,GCA_963930675.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963930675.1/,Chromosome,PacBio Arima2,various,354363738,8708755,14,220,nan,Gnaphalium,Asteraceae,Asterales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/930/675/GCA_963930675.1_daGnaUlig1.1/GCA_963930675.1_daGnaUlig1.1_genomic.fna.gz,na,False
ASM3628790v1,nan,Corylus americana,American hazelnut,2n=,haploid,GCA_036287905.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036287905.1/,Chromosome,PacBio Sequel,hifiasm v. 1.1,350165047,8470618,16,129,nan,Corylus,Betulaceae,Fagales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/287/905/GCA_036287905.1_ASM3628790v1/GCA_036287905.1_ASM3628790v1_genomic.fna.gz,37870930,False
Os117425RS1,nan,Oryza sativa aromatic subgroup,nan,2n=,haploid,GCA_009831255.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_009831255.1/,Chromosome,PacBio Sequel; Illumina,FALCON v. 2017.06.28-18.01-py2.7-ucs4; MECAT v. 2-20190314; CANU v. 1.5,380351388,17921520,9,69,nan,Oryza,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/831/255/GCA_009831255.1_Os117425RS1/GCA_009831255.1_Os117425RS1_genomic.fna.gz,na,False
UAZ_Capgrnd_2,nan,Capsella grandiflora,nan,2n=,haploid,GCA_040086895.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040086895.1/,Contig,Oxford Nanopore MinION,Canu v. 1.9,145075854,2289512,17,577,nan,Capsella,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/086/895/GCA_040086895.1_UAZ_Capgrnd_2/GCA_040086895.1_UAZ_Capgrnd_2_genomic.fna.gz,37987565,False
daAjuCham1.1,nan,Ajuga chamaepitys,nan,2n=,haploid,GCA_958295605.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_958295605.1/,Chromosome,PacBio Arima2,various,891515274,6981227,43,297,nan,Ajuga,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/958/295/605/GCA_958295605.1_daAjuCham1.1/GCA_958295605.1_daAjuCham1.1_genomic.fna.gz,na,False
ASM4611929v1,nan,Citrus glauca,Australian desert-lime,2n=,haploid,GCA_046119295.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046119295.1/,Chromosome,PacBio Sequel,hifiasm v. 0.19.8,333568423,33467929,5,16,nan,Citrus,Rutaceae,Sapindales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/119/295/GCA_046119295.1_ASM4611929v1/GCA_046119295.1_ASM4611929v1_genomic.fna.gz,39316221,False
ASM3477007v1,nan,Aralia elata,nan,2n=,haploid,GCA_034770075.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034770075.1/,Chromosome,PacBio; Illumina,NextDenovo v. 2.5.2,1246265396,1671697,189,1498,nan,Aralia,Araliaceae,Apiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/770/075/GCA_034770075.1_ASM3477007v1/GCA_034770075.1_ASM3477007v1_genomic.fna.gz,na,False
ASM4611926v1,nan,Citrus australasica,Australian finger-lime,2n=,haploid,GCA_046119265.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046119265.1/,Chromosome,PacBio Sequel,hifiasm v. 0.19.8,344297584,33495799,5,21,nan,Citrus,Rutaceae,Sapindales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/119/265/GCA_046119265.1_ASM4611926v1/GCA_046119265.1_ASM4611926v1_genomic.fna.gz,38594608,False
ASM4528209v1,nan,Olea europaea subsp. laperrinei,nan,2n=,haploid,GCA_045282095.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_045282095.1/,Contig,PacBio,HiFiasm v. 15.5,1409313448,52466753,11,168,nan,Olea,Oleaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/282/095/GCA_045282095.1_ASM4528209v1/GCA_045282095.1_ASM4528209v1_genomic.fna.gz,38626764,False
lpCarHirt1.hap2.1,nan,Carex hirta,nan,2n=,haploid,GCA_965112195.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965112195.1/,Scaffold,PacBio Arima2,various,331066908,2443313,44,406,nan,Carex,Cyperaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/112/195/GCA_965112195.1_lpCarHirt1.hap2.1/GCA_965112195.1_lpCarHirt1.hap2.1_genomic.fna.gz,na,False
ASM3650727v1,nan,Sicyos edulis,chayote,2n=,haploid,GCA_036507275.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036507275.1/,Chromosome,Oxford Nanopore,SmartDenovo v. Mar-2020,608174883,8395526,24,473,nan,Sicyos,Cucurbitaceae,Cucurbitales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/507/275/GCA_036507275.1_ASM3650727v1/GCA_036507275.1_ASM3650727v1_genomic.fna.gz,na,False
NTU_Bstr_SAD12_2.2,nan,Boechera stricta,nan,2n=,haploid,GCA_018361395.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_018361395.1/,Chromosome,Oxford Nanopore MinION; Illumina HiSeq,smartdenovo v. 1.0,190536481,26945205,4,22,nan,Boechera,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/361/395/GCA_018361395.1_NTU_Bstr_SAD12_2.2/GCA_018361395.1_NTU_Bstr_SAD12_2.2_genomic.fna.gz,34140651,False
OnivRS2,nan,Oryza nivara,nan,2n=,haploid,GCA_000576065.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_000576065.2/,Chromosome,PacBio,MECAT v. 1.3; CANU v. 1.5; FALCON v. 2017.06.28-18.01-py2.7-ucs4,395533065,18986252,8,38,nan,Oryza,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/065/GCA_000576065.2_OnivRS2/GCA_000576065.2_OnivRS2_genomic.fna.gz,na,False
Os127652RS1,nan,Oryza sativa aus subgroup,nan,2n=,haploid,GCA_009831335.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_009831335.1/,Chromosome,PacBio Sequel; Illumina,FALCON v. 2017.06.28-18.01-py2.7-ucs4; MECAT v. 2-20190314; CANU v. 1.5,384203423,27825079,6,23,nan,Oryza,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/831/335/GCA_009831335.1_Os127652RS1/GCA_009831335.1_Os127652RS1_genomic.fna.gz,na,False
ASM3601399v1,nan,Theobroma grandiflorum,nan,2n=,haploid,GCA_036013995.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036013995.1/,Chromosome,PacBio Sequel,Hifiasm v. 0.17.6 (r460),423916509,42437966,5,13,nan,Theobroma,Malvaceae,Malvales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/013/995/GCA_036013995.1_ASM3601399v1/GCA_036013995.1_ASM3601399v1_genomic.fna.gz,na,False
ASM1957865v1,nan,Ricinus communis,castor bean,2n=,haploid,GCA_019578655.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019578655.1/,Chromosome,Oxford Nanopore,Canu v. 1.7; Smartdenovo v. Feb-2018,315454833,7311548,14,470,nan,Ricinus,Euphorbiaceae,Malpighiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/578/655/GCA_019578655.1_ASM1957865v1/GCA_019578655.1_ASM1957865v1_genomic.fna.gz,34339842,False
ASM3850244v1,nan,Eremochloa ophiuroides,nan,2n=,haploid,GCA_038502445.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_038502445.1/,Scaffold,PacBio Sequel; Illumina HiSeq; Oxford Nanopore MinION,FALCON v. September-2018,847975572,1758050,145,1133,nan,Eremochloa,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/502/445/GCA_038502445.1_ASM3850244v1/GCA_038502445.1_ASM3850244v1_genomic.fna.gz,34465733,False
daScuMino1.1,nan,Scutellaria minor,nan,2n=,haploid,GCA_954870855.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_954870855.1/,Chromosome,PacBio Arima2,various,341751272,19681422,7,26,nan,Scutellaria,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/954/870/855/GCA_954870855.1_daScuMino1.1/GCA_954870855.1_daScuMino1.1_genomic.fna.gz,na,False
ASM291648v2,nan,Juglans nigra,black walnut,2n=,haploid,GCA_002916485.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002916485.2/,Chromosome,Illumina HiSeq,AllPaths v. 47417,528292622,2404239,65,1330,nan,Juglans,Juglandaceae,Fagales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/916/485/GCA_002916485.2_ASM291648v2/GCA_002916485.2_ASM291648v2_genomic.fna.gz,34687315;29178135,False
jcinerea.fasta.gz,nan,Juglans cinerea,nan,2n=,haploid,GCA_961763995.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_961763995.1/,Scaffold,OXFORD_NANOPORE,Canu,539404474,3050278,59,303,nan,Juglans,Juglandaceae,Fagales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/961/763/995/GCA_961763995.1_jcinerea.fasta.gz/GCA_961763995.1_jcinerea.fasta.gz_genomic.fna.gz,na,False
Pfru_yukari_1.0,nan,Perilla frutescens,beefsteak-mint,2n=,haploid,GCA_026008535.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026008535.1/,Scaffold,PacBio Sequel IIe,Hifiasm v. 0.16.1,1258983047,41459669,11,94,nan,Perilla,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/008/535/GCA_026008535.1_Pfru_yukari_1.0/GCA_026008535.1_Pfru_yukari_1.0_genomic.fna.gz,36383440,False
Ech_canu_v1,nan,Erysimum cheiranthoides,nan,2n=,haploid,GCA_040802135.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040802135.1/,Chromosome,PacBio Sequel,Canu v. 2.1,163607618,9563471,7,183,nan,Erysimum,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/802/135/GCA_040802135.1_Ech_canu_v1/GCA_040802135.1_Ech_canu_v1_genomic.fna.gz,38810645,False
ASM4612593v1,nan,Stylosanthes angustifolia,nan,2n=,haploid,GCA_046125935.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046125935.1/,Chromosome,ONT,NextDenovo v. JAN-2020,645866653,14985271,13,167,nan,Stylosanthes,Fabaceae,Fabales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/125/935/GCA_046125935.1_ASM4612593v1/GCA_046125935.1_ASM4612593v1_genomic.fna.gz,na,False
ASM3757648v1,nan,Ammopiptanthus mongolicus,nan,2n=,haploid,GCA_037576485.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_037576485.1/,Chromosome,PacBio Sequel,FALCON v. 0.06,816610365,2972805,84,666,nan,Ammopiptanthus,Fabaceae,Fabales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/576/485/GCA_037576485.1_ASM3757648v1/GCA_037576485.1_ASM3757648v1_genomic.fna.gz,na,False
Hvulgare_HID380_BPGv2,nan,Hordeum vulgare f. agriocrithon,nan,2n=,haploid,GCA_951341805.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_951341805.1/,Chromosome,Illumina Novaseq 6000  PacBio Sequel II,TRITEX (long-read) commit cf605a4,4253882698,8344772,150,1937,nan,Hordeum,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/341/805/GCA_951341805.1_Hvulgare_HID380_BPGv2/GCA_951341805.1_Hvulgare_HID380_BPGv2_genomic.fna.gz,na,False
Jmimo_V1,nan,Jacaranda mimosifolia,nan,2n=,haploid,GCA_018894105.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_018894105.1/,Chromosome,PacBio Sequel,CANU v. JULY-2020,707306562,16771632,17,288,nan,Jacaranda,Bignoniaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/894/105/GCA_018894105.1_Jmimo_V1/GCA_018894105.1_Jmimo_V1_genomic.fna.gz,33944940,False
ddDraInca1.1,nan,Draba incana,nan,2n=,haploid,GCA_963576765.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963576765.1/,Chromosome,PacBio Arima2,various,667611551,1164499,174,1637,nan,Draba,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/576/765/GCA_963576765.1_ddDraInca1.1/GCA_963576765.1_ddDraInca1.1_genomic.fna.gz,na,False
V055.hap1_v1.0,nan,Vitis riparia x Vitis rupestris,nan,2n=,haploid,GCA_044590725.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_044590725.1/,Chromosome,PacBio Sequel,hifiasm v. 0.19.8,509561434,15493696,11,365,nan,Vitis,Vitaceae,Vitales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/590/725/GCA_044590725.1_V055.hap1_v1.0/GCA_044590725.1_V055.hap1_v1.0_genomic.fna.gz,na,False
ASM4379354v1,nan,Eriobotrya japonica,loquat,2n=,haploid,GCA_043793545.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_043793545.1/,Chromosome,Illumina NovaSeq,HiFiasm v. 0.13; LACHESIS v. 2013,766594329,31872814,11,854,nan,Eriobotrya,Rosaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/793/545/GCA_043793545.1_ASM4379354v1/GCA_043793545.1_ASM4379354v1_genomic.fna.gz,na,False
ASM3464027v1,nan,Brassica oleracea var. sabellica,flowering kale,2n=,haploid,GCA_034640275.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034640275.1/,Chromosome,Oxford Nanopore,SMARTdenovo v. 1.0,559797127,16280493,12,363,nan,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/275/GCA_034640275.1_ASM3464027v1/GCA_034640275.1_ASM3464027v1_genomic.fna.gz,na,False
scalesia_atractyloides_v1,nan,Scalesia atractyloides,nan,2n=,haploid,GCA_947069175.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947069175.1/,Scaffold,Pacbio  Dovetail,wtdbg2  DoveTailHiRise,3216745495,5823298,141,2976,nan,Scalesia,Asteraceae,Asterales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/069/175/GCA_947069175.1_scalesia_atractyloides_v1/GCA_947069175.1_scalesia_atractyloides_v1_genomic.fna.gz,na,False
ASM3066475v1,nan,Microcos paniculata,bu za ye,2n=,haploid,GCA_030664755.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030664755.1/,Chromosome,PacBio Sequel,hifiasm v. 0.19.5-r592,398891162,43438762,5,16,nan,Microcos,Malvaceae,Malvales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/664/755/GCA_030664755.1_ASM3066475v1/GCA_030664755.1_ASM3066475v1_genomic.fna.gz,na,False
ASM3070438v1,nan,Brassica rapa var. purpuraria,purple stem mustard,2n=,haploid,GCA_030704385.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030704385.1/,Chromosome,PacBio Sequel; Illumina HiSeq; Illumina NovaSeq,Hifiasm v. 0.16.0,473419222,21558179,8,595,nan,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/704/385/GCA_030704385.1_ASM3070438v1/GCA_030704385.1_ASM3070438v1_genomic.fna.gz,na,False
ASM2865433v1,nan,Alnus rubra,nan,2n=,haploid,GCA_028654335.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_028654335.1/,Contig,PacBio RSII,FALCON v. MAR-2019,550765978,1988638,88,2528,nan,Alnus,Betulaceae,Fagales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/654/335/GCA_028654335.1_ASM2865433v1/GCA_028654335.1_ASM2865433v1_genomic.fna.gz,na,False
ASM4058406v1,nan,Brassica carinata,Abyssinian mustard,2n=,haploid,GCA_040584065.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040584065.1/,Chromosome,Oxford Nanopore PromethION,Necat v. 20200803,1070339284,25888848,15,352,nan,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/584/065/GCA_040584065.1_ASM4058406v1/GCA_040584065.1_ASM4058406v1_genomic.fna.gz,37803826,False
V018.hap2_v1.0,nan,Vitis mustangensis x V. labrusca x V. rupestris x V. riparia x V. vinifera,nan,2n=,haploid,GCA_044592055.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_044592055.1/,Chromosome,PacBio Sequel,hifiasm v. 0.19.8,490797986,14369223,13,172,nan,Vitis,Vitaceae,Vitales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/592/055/GCA_044592055.1_V018.hap2_v1.0/GCA_044592055.1_V018.hap2_v1.0_genomic.fna.gz,na,False
Hbulbosum_FB20_029_7,nan,Hordeum bulbosum,nan,2n=,haploid,GCA_963555535.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963555535.1/,Chromosome,Illumina Novaseq 6000  PacBio Sequel II,TRITEX  hifiasm,7422696659,18892767,105,3503,nan,Hordeum,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/555/535/GCA_963555535.1_Hbulbosum_FB20_029_7/GCA_963555535.1_Hbulbosum_FB20_029_7_genomic.fna.gz,na,False
Wnob1.0,nan,Wollemia nobilis,nan,2n=,haploid,GCA_028583015.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_028583015.1/,Contig,Oxford Nanopore PromethION,FLYE v. 2.8.1,11594437506,8829021,387,17275,nan,Wollemia,Araucariaceae,Araucariales,Pinopsida,Streptophyta,seed plants,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/583/015/GCA_028583015.1_Wnob1.0/GCA_028583015.1_Wnob1.0_genomic.fna.gz,na,False
V040.hap2_v1.0,nan,Vitis cinerea var. helleri x Vitis rupestris,nan,2n=,haploid,GCA_044591105.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_044591105.1/,Chromosome,PacBio Sequel,hifiasm v. 0.19.8,511859380,26156164,9,135,nan,Vitis,Vitaceae,Vitales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/591/105/GCA_044591105.1_V040.hap2_v1.0/GCA_044591105.1_V040.hap2_v1.0_genomic.fna.gz,na,False
ASM2916894v1,nan,Cannabis sativa,nan,2n=,haploid,GCA_029168945.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_029168945.1/,Chromosome,Oxford Nanopore GridION; PacBio RSII; Illumina NovaSeq,NextDenovo v. 2.3.1; SMARTdenovo v. SEP-2022,770264337,23500774,12,70,nan,Cannabis,Cannabaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/168/945/GCA_029168945.1_ASM2916894v1/GCA_029168945.1_ASM2916894v1_genomic.fna.gz,na,False
ASM3965732v1,nan,Stephania cephalantha,nan,2n=,haploid,GCA_039657325.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_039657325.1/,Chromosome,Oxford Nanopore PromethION,NextDenovo v. 2.5.0,742977745,6265000,28,247,nan,Stephania,Menispermaceae,Ranunculales,Magnoliopsida,Streptophyta,flowering plants,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/657/325/GCA_039657325.1_ASM3965732v1/GCA_039657325.1_ASM3965732v1_genomic.fna.gz,na,False
ASM4058156v1,nan,Phytolacca americana,American pokeweed,2n=,haploid,GCA_040581565.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040581565.1/,Contig,PacBio Sequel,hifiasm v. 0.16.1,1124849037,13995428,26,1058,nan,Phytolacca,Phytolaccaceae,Caryophyllales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/581/565/GCA_040581565.1_ASM4058156v1/GCA_040581565.1_ASM4058156v1_genomic.fna.gz,na,False
V079.hap1_v1.0,nan,Vitis wilsoniae,nan,2n=,haploid,GCA_044589775.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_044589775.1/,Chromosome,PacBio Sequel,hifiasm v. 0.19.8,526713827,21093937,11,107,nan,Vitis,Vitaceae,Vitales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/589/775/GCA_044589775.1_V079.hap1_v1.0/GCA_044589775.1_V079.hap1_v1.0_genomic.fna.gz,na,False
MPIPZ_rhyPub2m_2.0,nan,Rhynchospora pubera,nan,2n=,haploid,GCA_028095005.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_028095005.1/,Chromosome,PacBio HiFi,HiCanu v. 2.2,1686220128,13656032,29,9715,nan,Rhynchospora,Cyperaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/095/005/GCA_028095005.1_MPIPZ_rhyPub2m_2.0/GCA_028095005.1_MPIPZ_rhyPub2m_2.0_genomic.fna.gz,na,False
brapa_z1_v2,nan,Brassica rapa,field mustard,2n=,haploid,GCA_900412535.3,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_900412535.3/,Chromosome,nan,nan,441036404,10256333,14,295,nan,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/412/535/GCA_900412535.3_brapa_z1_v2/GCA_900412535.3_brapa_z1_v2_genomic.fna.gz,na,False
ddFreCali1.0.hap2,nan,Fremontodendron californicum,Fremontia,2n=,haploid,GCA_030761205.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030761205.1/,Scaffold,Illumina NovaSeq 6000; PacBio Sequel IIe; Dovetail OmniC,HiFiasm v. 0.16.1-r375; SALSA v. 2; Rapid curation v. https://gitlab.com/wtsi-grit/rapid-curation (commit 4ddca450),1222409998,13982549,32,320,nan,Fremontodendron,Malvaceae,Malvales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/761/205/GCA_030761205.1_ddFreCali1.0.hap2/GCA_030761205.1_ddFreCali1.0.hap2_genomic.fna.gz,na,False
ZJU_Lfor_1.0,nan,Liquidambar formosana,Formosan gum,2n=,haploid,GCA_039720395.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_039720395.1/,Chromosome,PacBio Sequel; Illumina HiSeq; Illumina NovaSeq,FALCON v. 0.3.0,717867497,1401916,153,1015,nan,Liquidambar,Altingiaceae,Saxifragales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/720/395/GCA_039720395.1_ZJU_Lfor_1.0/GCA_039720395.1_ZJU_Lfor_1.0_genomic.fna.gz,38343032,False
